sentence,sentiment,processed_text,positive_score,negative_score,original_pos,original_neg,pos_low,pos_medium,pos_high,neg_low,neg_medium,neg_high,fuzzy_sentiment
time warner is the devil worst possible time for the internet to go out,0,time warner devil worst possible time internet go,0.0,0.586,0.0,0.586,0.0,0.0,0.0,0.0,0.8280000000000001,0.17199999999999993,1.7087405997549565
fuck no internet damn time warner,0,fuck internet damn time warner,0.0,0.674,0.0,0.674,0.0,0.0,0.0,0.0,0.6519999999999999,0.3480000000000001,1.8164032338754403
time warner really picks the worst time to not work all i want to do is get to mtv com so i can watch the hills wtfffff,0,time warner really pick worst time work want get mtv com watch hill wtf,0.063,0.399,0.063,0.399,0.8601553829078802,0.13984461709211987,0.0,0.20199999999999996,0.798,0.0,3.3604752956512653
i hate time warner soooo wish i had vios cant watch the fricken mets game w o buffering i feel like im watching free internet porn,0,hate time warner wish vios cant watch fricken mets game buffering feel like im watching free internet porn,0.324,0.141,0.324,0.141,0.2807991120976693,0.7192008879023307,0.0,0.718,0.282,0.0,5.774742836268614
ahh got rid of stupid time warner today amp now taking a nap while the roomies cook for me pretty good end for a monday,0,ahh got rid stupid time warner today amp taking nap roomy cook pretty good end monday,0.271,0.151,0.271,0.151,0.39844617092119866,0.6015538290788014,0.0,0.698,0.302,0.0,5.441371419219947
time warner s hd line up is crap,0,time warner hd line crap,0.0,0.394,0.0,0.394,0.0,0.0,0.0,0.21199999999999997,0.788,0.0,3.340014493119857
is being fucked by time warner cable didnt know modems could explode and susan boyle sucks too,0,fucked time warner cable didnt know modem could explode susan boyle suck,0.0,0.422,0.0,0.422,0.0,0.0,0.0,0.15600000000000003,0.844,0.0,3.0121681486446508
time warner cable slogan where calling it a day at pm happens,0,time warner cable slogan calling day pm happens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
recovering from surgery wishing was here,0,recovering surgery wishing,0.487,0.0,0.487,0.0,0.0,0.9189789123196449,0.08102108768035511,0.0,0.0,0.0,8.046976675040215
my wrist still hurts i have to get it looked at i hate the dr dentist scary places time to watch eagle eye if you want to join txt,1,wrist still hurt get looked hate dr dentist scary place time watch eagle eye want join txt,0.136,0.399,0.136,0.399,0.6981132075471698,0.3018867924528302,0.0,0.20199999999999996,0.798,0.0,3.797614308904287
the dentist lied u won t feel any discomort prob won t even need pain pills man u twippin this shit hurt how many pills can i take,0,dentist lied feel discomort prob even need pain pill man twippin shit hurt many pill take,0.0,0.518,0.0,0.518,0.0,0.0,0.0,0.0,0.964,0.03600000000000003,1.66875495100071
my dentist is great but she s expensive,0,dentist great expensive,0.672,0.0,0.672,0.0,0.0,0.5083240843507214,0.49167591564927865,0.0,0.0,0.0,8.18658368006433
is studing math tomorrow exam and dentist,1,studing math tomorrow exam dentist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
my dentist was wrong wrong,0,dentist wrong wrong,0.0,0.861,0.0,0.861,0.0,0.0,0.0,0.0,0.278,0.722,1.7674578660717521
going to the dentist later,0,going dentist later,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
son has me looking at cars online i hate car shopping would rather go to the dentist anyone with a good car at a good price to sell,0,son looking car online hate car shopping would rather go dentist anyone good car good price sell,0.247,0.157,0.247,0.157,0.45172031076581576,0.5482796892341842,0.0,0.6859999999999999,0.314,0.0,5.311596965845444
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts how jacked up is that,0,luke got stopped walking safeway asked empty pocket lift shirt jacked,0.0,0.291,0.0,0.291,0.0,0.0,0.0,0.41800000000000004,0.582,0.0,4.178307054364629
safeway is very rock n roll tonight,1,safeway rock roll tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
the safeway bathroom still smells like ass,0,safeway bathroom still smell like as,0.333,0.0,0.333,0.0,0.2608213096559378,0.7391786903440621,0.0,0.0,0.0,0.0,6.108573993530554
at safeway on elkhorn they move like they re dead,0,safeway elkhorn move like dead,0.255,0.439,0.255,0.439,0.4339622641509434,0.5660377358490566,0.0,0.122,0.878,0.0,4.474288071392205
i love dwight howard s vitamin water commercial now i wish he was with nike and not adidas lol,1,love dwight howard vitamin water commercial wish nike adidas lol,0.665,0.0,0.665,0.0,0.0,0.5238623751387347,0.4761376248612653,0.0,0.0,0.0,8.196863573186375
found nothing at nike factory off to banana republic outlet,0,found nothing nike factory banana republic outlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
is lovin his nike already and that s only from running on the spot in his bedroom,1,lovin nike already running spot bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
i finally got around to using jquery to make my bio collapse yay for slide animations,1,finally got around using jquery make bio collapse yay slide animation,0.218,0.205,0.218,0.205,0.516093229744728,0.4839067702552719,0.0,0.5900000000000001,0.41,0.0,5.043838054898781
right lol we ll get there i have high expectations warren buffet style,1,right lol get high expectation warren buffet style,0.286,0.0,0.286,0.0,0.36514983351831304,0.6348501664816869,0.0,0.0,0.0,0.0,5.791483158656965
rt rt great someone s sitting in the shade today because someone planted a tree a long time ago warren buffet,1,rt rt great someone sitting shade today someone planted tree long time ago warren buffet,0.227,0.0,0.227,0.0,0.4961154273029967,0.5038845726970034,0.0,0.0,0.0,0.0,5.4875568719616865
warren buffet became for a time the richest man in the united states not by working but investing in big idea which lead to the fortune,1,warren buffet became time richest man united state working investing big idea lead fortune,0.341,0.0,0.341,0.0,0.24306326304106546,0.7569367369589346,0.0,0.0,0.0,0.0,6.170732640234925
according to the create a school notre dame will have receivers in ncaa at or higher rating sweet,1,according create school notre dame receiver ncaa higher rating sweet,0.389,0.0,0.389,0.0,0.1365149833518313,0.8634850166481687,0.0,0.0,0.0,0.0,6.607185936355181
it s definitely under warranty amp my experience is the amazon support for kindle is great had to contact them about my kindle,1,definitely warranty amp experience amazon support kindle great contact kindle,0.651,0.0,0.651,0.0,0.0,0.5549389567147613,0.44506104328523866,0.0,0.0,0.0,8.216581194946531
time warner road runner customer support here absolutely blows i hate not having other high speed net options i m ready to go nuclear,0,time warner road runner customer support absolutely blow hate high speed net option ready go nuclear,0.234,0.179,0.234,0.179,0.48057713651498335,0.5194228634850167,0.0,0.642,0.358,0.0,5.188531087522505
time warner cable phone reps r dumber than nails ugh cable was working mins ago now its not wtf,0,time warner cable phone rep dumber nail ugh cable working min ago wtf,0.0,0.476,0.0,0.476,0.0,0.0,0.0,0.04800000000000004,0.952,0.0,2.1715037215202657
we tried but time warner wasn t being nice so we recorded today,0,tried time warner nice recorded today,0.359,0.0,0.359,0.0,0.2031076581576027,0.7968923418423973,0.0,0.0,0.0,0.0,6.320809293288331
omg time warner f ed up my internet install instead of today its now next saturday another week w o internet amp ehfa v fhg fml,0,omg time warner ed internet install instead today next saturday another week internet amp ehfa fhg fml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
wth i have never seen a line this loooong at time warner before ugh,0,wth never seen line long time warner ugh,0.0,0.508,0.0,0.508,0.0,0.0,0.0,0.0,0.984,0.016000000000000014,1.6670899546142592
impatiently awaiting the arrival of the time warner guy it s way too pretty to be inside all afternoon,0,impatiently awaiting arrival time warner guy way pretty inside afternoon,0.23,0.194,0.23,0.194,0.4894561598224195,0.5105438401775805,0.0,0.612,0.388,0.0,5.123987569042104
naive bayes using em for text classification really frustrating,0,naive bayes using em text classification really frustrating,0.0,0.469,0.0,0.469,0.0,0.0,0.0,0.062000000000000055,0.938,0.0,2.3006186978339205
we went to stanford university today got a tour made me want to go back to college it s also decided all of our kids will go there,1,went stanford university today got tour made want go back college also decided kid go,0.085,0.0,0.085,0.0,0.8113207547169811,0.18867924528301888,0.0,0.0,0.0,0.0,5.069155770698362
if you re being harassed by calls about your car warranty changing your number won t fix that they call every number d bags,0,harassed call car warranty changing number fix call every number bag,0.184,0.248,0.184,0.248,0.5915649278579357,0.40843507214206437,0.0,0.504,0.496,0.0,4.771014783615697
just blocked united blood services using google voice they call more than those car warranty guys,0,blocked united blood service using google voice call car warranty guy,0.201,0.151,0.201,0.151,0.5538290788013318,0.44617092119866814,0.0,0.698,0.302,0.0,5.150099135079293
at amp t is complete fail,0,amp complete fail,0.0,0.636,0.0,0.636,0.0,0.0,0.0,0.0,0.728,0.272,1.763609371983275
oh snap you work at at amp t don t you,0,oh snap work amp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
i really dont want at amp t phone service they suck when it comes to having a signal,0,really dont want amp phone service suck come signal,0.0,0.386,0.0,0.386,0.0,0.0,0.0,0.22799999999999998,0.772,0.0,3.4237452852025703
i say we just cut out the small talk at amp t s new slogan f__k you give us your money apologies to bob geldof,0,say cut small talk amp new slogan fk give u money apology bob geldof,0.084,0.147,0.084,0.147,0.8135405105438401,0.18645948945615984,0.0,0.706,0.294,0.0,4.867848877265216
pissed about at amp t s mid contract upgrade price for the iphone it s more i m not going to pay for something i thought was,0,pissed amp mid contract upgrade price iphone going pay something thought,0.0,0.384,0.0,0.384,0.0,0.0,0.0,0.23199999999999998,0.768,0.0,3.4440630776886234
safari is fast even on my shitty at amp t tethering,0,safari fast even shitty amp tethering,0.0,0.419,0.0,0.419,0.0,0.0,0.0,0.16200000000000003,0.838,0.0,3.0501588112784805
what is at amp t fucking up,0,amp fucking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks,0,amp dropped ball supporting crap new iphone fail att suck,0.162,0.503,0.162,0.503,0.6403995560488346,0.35960044395116536,0.0,0.0,0.994,0.006000000000000005,3.8528883553353435
yay glad you got the phone still damn you at amp t,0,yay glad got phone still damn amp,0.489,0.206,0.489,0.206,0.0,0.9145394006659268,0.0854605993340732,0.5880000000000001,0.412,0.0,5.8384938987887915
talk is cheap bing that i ll stick with google,0,talk cheap bing stick google,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
wtf is the point of deleting tweets if they can still be found in summize and searches twitter please fix that thanks and bye,0,wtf point deleting tweet still found summize search twitter please fix thanks bye,0.274,0.2,0.274,0.2,0.3917869034406215,0.6082130965593785,0.0,0.6,0.4,0.0,5.287094491935764
i love google translator too d good day mate,1,love google translator good day mate,0.64,0.0,0.64,0.0,0.0,0.5793562708102109,0.4206437291897891,0.0,0.0,0.0,8.231246486850418
reading on my new kindle,1,reading new kindle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
my kindle came and i love it,1,kindle came love,0.677,0.0,0.677,0.0,0.0,0.4972253052164261,0.5027746947835738,0.0,0.0,0.0,8.179075629473072
loving my new kindle named her kendra in case u were wondering the cookbook is the tool cuz it tells u all the tricks best gift evr,1,loving new kindle named kendra case wondering cookbook tool cuz tell trick best gift evr,0.474,0.052,0.474,0.052,0.0,0.9478357380688125,0.05216426193118749,0.896,0.104,0.0,7.335151227548914
the real aig scandal,0,real aig scandal,0.0,0.592,0.0,0.592,0.0,0.0,0.0,0.0,0.8160000000000001,0.18399999999999994,1.7143277319462566
obama is quite a good comedian check out his dinner speech on cnn very funny jokes,1,obama quite good comedian check dinner speech cnn funny joke,0.651,0.0,0.651,0.0,0.0,0.5549389567147613,0.44506104328523866,0.0,0.0,0.0,8.216581194946531
barack obama shows his funny side gt gt great speech,1,barack obama show funny side gt gt great speech,0.691,0.0,0.691,0.0,0.0,0.4661487236403997,0.5338512763596003,0.0,0.0,0.0,8.157347960050185
i like this guy barack obama shows his funny side gt gt,1,like guy barack obama show funny side gt gt,0.658,0.0,0.658,0.0,0.0,0.5394006659267481,0.460599334073252,0.0,0.0,0.0,8.206865731161837
obama s speech was pretty awesome last night,1,obama speech pretty awesome last night,0.646,0.0,0.646,0.0,0.0,0.5660377358490566,0.4339622641509434,0.0,0.0,0.0,8.223340122399774
reading bill clinton fail obama win,1,reading bill clinton fail obama win,0.336,0.31,0.336,0.31,0.2541620421753607,0.7458379578246394,0.0,0.38,0.62,0.0,5.077139600373503
obama more popular than u s among arabs survey president barack obama s popularity in leading arab countries,1,obama popular among arab survey president barack obama popularity leading arab country,0.371,0.0,0.371,0.0,0.17647058823529416,0.8235294117647058,0.0,0.0,0.0,0.0,6.429491004550582
obama s got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,1,obama got joke haha got watch bit dinner speech last night love mr president,0.461,0.0,0.461,0.0,0.0,0.97669256381798,0.023307436182019997,0.0,0.0,0.0,7.560293179834667
lebron james got in a car accident i guess just heard it on evening news wow i cant believe it will he be ok,0,lebron james got car accident guess heard evening news wow cant believe ok,0.202,0.265,0.202,0.265,0.5516093229744727,0.4483906770255272,0.0,0.47,0.53,0.0,4.760831864598214
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,1,best playoff year oh yea lebron melo final,0.375,0.0,0.375,0.0,0.16759156492785796,0.832408435072142,0.0,0.0,0.0,0.0,6.4673911628321115
no lebron is the best,1,lebron best,0.808,0.0,0.808,0.0,0.0,0.20643729189789117,0.7935627081021088,0.0,0.0,0.0,8.15575737000675
lebron is cool i like his personality he has good character,1,lebron cool like personality good character,0.72,0.0,0.72,0.0,0.0,0.4017758046614873,0.5982241953385127,0.0,0.0,0.0,8.109255395812824
watching lebron highlights damn that niggas good,1,watching lebron highlight damn nigga good,0.482,0.245,0.482,0.245,0.0,0.9300776914539401,0.06992230854605987,0.51,0.49,0.0,5.616250997670229
lebron is murdering shit,1,lebron murdering shit,0.0,0.888,0.0,0.888,0.0,0.0,0.0,0.0,0.22399999999999998,0.776,1.734992551125899
lebron is a monsta and he is only smh the world ain t ready,1,lebron monsta smh world ready,0.321,0.295,0.321,0.295,0.2874583795782464,0.7125416204217536,0.0,0.41000000000000003,0.59,0.0,5.082284449572064
when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players,1,lebron done nba probably greater kobe like said kobe good alot good player,0.545,0.0,0.545,0.0,0.0,0.7902330743618201,0.20976692563817986,0.0,0.0,0.0,8.320944657462288
kobe is good bt lebron has my vote,1,kobe good bt lebron vote,0.42,0.0,0.42,0.0,0.06770255271920095,0.9322974472807991,0.0,0.0,0.0,0.0,6.96242186772913
kobe is the best in the world not lebron,0,kobe best world lebron,0.583,0.0,0.583,0.0,0.0,0.7058823529411766,0.29411764705882343,0.0,0.0,0.0,8.293941717425913
world cup access damn that s a good look,1,world cup access damn good look,0.302,0.281,0.302,0.281,0.3296337402885683,0.6703662597114317,0.0,0.43799999999999994,0.562,0.0,5.070531463548809
just bought my tickets for the fifa world cup in south africa its going to be a great summer,1,bought ticket fifa world cup south africa going great summer,0.313,0.0,0.313,0.0,0.3052164261931188,0.6947835738068813,0.0,0.0,0.0,0.0,5.964181548449541
i have to go to booz allen hamilton for a hr meeting but then i get to go home,0,go booz allen hamilton hr meeting get go home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
the great indian tamasha truly will unfold from may the result day for indian general election,1,great indian tamasha truly unfold may result day indian general election,0.438,0.0,0.438,0.0,0.027746947835738094,0.9722530521642619,0.0,0.0,0.0,0.0,7.203842759669529
i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday,1,kindle seen picture dx seen person love kindle everyday,0.276,0.263,0.276,0.263,0.3873473917869034,0.6126526082130966,0.0,0.474,0.526,0.0,5.04667184048256
such an awesome idea the continual learning program with a kindle,1,awesome idea continual learning program kindle,0.451,0.0,0.451,0.0,0.0,0.9988901220865705,0.0011098779134295236,0.0,0.0,0.0,7.39793466397006
ooooh what model are you getting i have the d and love love love love it,1,oh model getting love love love love,0.848,0.0,0.848,0.0,0.0,0.11764705882352951,0.8823529411764705,0.0,0.0,0.0,8.215211174226043
the times of india the wonder that is india s election,1,time india wonder india election,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
good video from google on using search options,1,good video google using search option,0.367,0.0,0.367,0.0,0.18534961154273033,0.8146503884572697,0.0,0.0,0.0,0.0,6.392444909508745
lol ah my skin is itchy damn lawnmowing,0,lol ah skin itchy damn lawnmowing,0.264,0.453,0.264,0.453,0.413984461709212,0.586015538290788,0.0,0.09399999999999997,0.906,0.0,4.49840866739124
itchy back dont ya hate it,0,itchy back dont ya hate,0.37,0.259,0.37,0.259,0.1786903440621532,0.8213096559378468,0.0,0.482,0.518,0.0,5.363040496918796
stanford charity fashion show a top draw,1,stanford charity fashion show top draw,0.535,0.0,0.535,0.0,0.0,0.8124306326304106,0.18756936736958937,0.0,0.0,0.0,8.32569758581151
stanford university s facebook profile is one of the most popular official university pages,1,stanford university facebook profile one popular official university page,0.259,0.0,0.259,0.0,0.42508324084350724,0.5749167591564928,0.0,0.0,0.0,0.0,5.640979206652233
lyx is cool,1,lyx cool,0.697,0.0,0.697,0.0,0.0,0.4528301886792454,0.5471698113207546,0.0,0.0,0.0,8.147729408409534
sooo dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,1,dissapointed sent danny gokey home still rock danny hometown hero yeah milrockee,0.367,0.0,0.367,0.0,0.18534961154273033,0.8146503884572697,0.0,0.0,0.0,0.0,6.392444909508745
rt american idol fashion adam lambert tones down danny gokey cute,1,rt american idol fashion adam lambert tone danny gokey cute,0.25,0.0,0.25,0.0,0.44506104328523866,0.5549389567147613,0.0,0.0,0.0,0.0,5.595238095238096
i love you danny gokey,1,love danny gokey,0.677,0.0,0.677,0.0,0.0,0.4972253052164261,0.5027746947835738,0.0,0.0,0.0,8.179075629473072
so tired i didn t sleep well at all last night,0,tired sleep well last night,0.263,0.362,0.263,0.362,0.416204217536071,0.5837957824639289,0.0,0.276,0.724,0.0,4.6759131996038965
boarding plane for san francisco in hour hr flight blech,0,boarding plane san francisco hour hr flight blech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
bonjour san francisco my back hurts from last night,0,bonjour san francisco back hurt last night,0.0,0.362,0.0,0.362,0.0,0.0,0.0,0.276,0.724,0.0,3.65270227042144
with my best girl for a few more hours in san francisco mmmmmfamily is wonderful,1,best girl hour san francisco mfamily wonderful,0.612,0.0,0.612,0.0,0.0,0.6415094339622642,0.35849056603773577,0.0,0.0,0.0,8.265007448874103
f up big or go home aig,0,big go home aig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
went to see the star trek movie last night very satisfying,1,went see star trek movie last night satisfying,0.3,0.0,0.3,0.0,0.3340732519422864,0.6659267480577136,0.0,0.0,0.0,0.0,5.878049356981497
i can t wait going to see star trek tonight,1,wait going see star trek tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
star trek was as good as everyone said,1,star trek good everyone said,0.42,0.0,0.42,0.0,0.06770255271920095,0.9322974472807991,0.0,0.0,0.0,0.0,6.96242186772913
am loving new malcolm gladwell book outliers,1,loving new malcolm gladwell book outlier,0.438,0.0,0.438,0.0,0.027746947835738094,0.9722530521642619,0.0,0.0,0.0,0.0,7.203842759669529
i highly recommend malcolm gladwell s the tipping point my next audiobook will probably be one of his as well,1,highly recommend malcolm gladwell tipping point next audiobook probably one well,0.352,0.0,0.352,0.0,0.21864594894561604,0.7813540510543839,0.0,0.0,0.0,0.0,6.260687050691794
malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot,0,malcolm gladwell genius tricking people realizing fucking idiot,0.103,0.336,0.103,0.336,0.7713651498335183,0.22863485016648166,0.0,0.32799999999999996,0.672,0.0,4.022829041245472
hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cant read his shit,0,hey offense malcolm gladwell pretenious annoying cunt brings cant read shit,0.164,0.443,0.164,0.443,0.6359600443951164,0.36403995560488345,0.0,0.11399999999999999,0.886,0.0,3.91788043661842
rt great article by malcolm gladwell,1,rt great article malcolm gladwell,0.506,0.0,0.506,0.0,0.0,0.876803551609323,0.123196448390677,0.0,0.0,0.0,8.333092838933103
i seriously underestimated malcolm gladwell i want to meet this dude,1,seriously underestimated malcolm gladwell want meet dude,0.143,0.418,0.143,0.418,0.6825749167591565,0.31742508324084345,0.0,0.16400000000000003,0.836,0.0,3.803511353183442
i hate comcast right now everything is down cable internet amp phone ughh what am i to do,0,hate comcast right everything cable internet amp phone ughh,0.0,0.316,0.0,0.316,0.0,0.0,0.0,0.368,0.632,0.0,4.0151082307136905
comcast sucks,0,comcast suck,0.0,0.744,0.0,0.744,0.0,0.0,0.0,0.0,0.512,0.488,1.9334090511417856
the day i never have to deal with comcast again will rank as one of the best days of my life,0,day never deal comcast rank one best day life,0.344,0.0,0.344,0.0,0.23640399556048844,0.7635960044395116,0.0,0.0,0.0,0.0,6.194737088540045
did comcast fail again,0,comcast fail,0.0,0.778,0.0,0.778,0.0,0.0,0.0,0.0,0.44399999999999995,0.556,1.8942051688485466
curses the twitter api limit,0,curse twitter api limit,0.0,0.538,0.0,0.538,0.0,0.0,0.0,0.0,0.9239999999999999,0.07600000000000007,1.6756167332935235
now i can see why dave winer screams about lack of twitter api its limitations and access throttles,0,see dave winer scream lack twitter api limitation access throttle,0.0,0.507,0.0,0.507,0.0,0.0,0.0,0.0,0.986,0.014000000000000012,1.6669921634812404
arg twitter api is making me crazy,0,arg twitter api making crazy,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.25,0.75,0.0,3.5326088371678854
i m really loving the new search site wolfram alpha makes google seem so quaint,1,really loving new search site wolfram alpha make google seem quaint,0.295,0.0,0.295,0.0,0.3451720310765816,0.6548279689234183,0.0,0.0,0.0,0.0,5.8464208917428095
wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,0,wolfram alpha suck even researcher information provided less get google wikipedia totally useless,0.0,0.353,0.0,0.353,0.0,0.0,0.0,0.29400000000000004,0.706,0.0,3.730865179171853
off to the nike factory,1,nike factory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
new nike muppet commercials are pretty cute why do we live together again,1,new nike muppet commercial pretty cute live together,0.508,0.0,0.508,0.0,0.0,0.8723640399556049,0.1276359600443951,0.0,0.0,0.0,8.332910045385736
oh those are awesome i so wish they weren t owned by nike,0,oh awesome wish owned nike,0.694,0.0,0.694,0.0,0.0,0.45948945615982256,0.5405105438401774,0.0,0.0,0.0,8.15256112279426
awesome seeing the show friday at the shoreline amphitheatre never seen nin before can t wait,1,awesome seeing show friday shoreline amphitheatre never seen nin wait,0.313,0.0,0.313,0.0,0.3052164261931188,0.6947835738068813,0.0,0.0,0.0,0.0,5.964181548449541
arhh it s weka bug and i spent almost two hours to find that out crappy me,0,arhh weka bug spent almost two hour find crappy,0.0,0.31,0.0,0.31,0.0,0.0,0.0,0.38,0.62,0.0,4.056209774990342
hey bud np i do so love my d although i d love a d mkii more,1,hey bud np love although love mkii,0.73,0.0,0.73,0.0,0.0,0.3795782463928969,0.6204217536071032,0.0,0.0,0.0,8.091776892478826
just got us a d for the office d,1,got u office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
just picked up my new canon d it s beautiful prepare for some seriously awesome photography,1,picked new canon beautiful prepare seriously awesome photography,0.544,0.116,0.544,0.116,0.0,0.7924528301886792,0.20754716981132082,0.768,0.232,0.0,6.555936922311432
just got my new toy canon d love love love it,1,got new toy canon love love love,0.759,0.0,0.759,0.0,0.0,0.3152053274139845,0.6847946725860156,0.0,0.0,0.0,8.072056269125332
learning about lambda calculus,1,learning lambda calculus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
