sentence,sentiment,processed_text,positive_score,negative_score,original_pos,original_neg,pos_low,pos_medium,pos_high,neg_low,neg_medium,neg_high,fuzzy_sentiment
i m moving to east palo alto,1,moving east palo alto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
atebits i just finished watching your stanford iphone class session i really appreciate it you rock,1,atebits finished watching stanford iphone class session really appreciate rock,0.25,0.0,0.25,0.0,0.44506104328523866,0.5549389567147613,0.0,0.0,0.0,0.0,5.595238095238096
hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,1,hi saw stanford talk really liked advice saying hi singapore yes video get around,0.326,0.0,0.326,0.0,0.27635960044395114,0.7236403995560489,0.0,0.0,0.0,0.0,6.056307372965799
lakers tonight let s go,1,lakers tonight let go,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
will the lakers kick the nuggets ass tonight,1,lakers kick nugget as tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
oooooooh north korea is in troubleeeee,0,oh north korea trouble,0.0,0.474,0.0,0.474,0.0,0.0,0.0,0.052000000000000046,0.948,0.0,2.2091380054961327
wat the heck is north korea doing they just conducted powerful nuclear tests follow the link,0,wat heck north korea conducted powerful nuclear test follow link,0.237,0.0,0.237,0.0,0.47391786903440625,0.5260821309655938,0.0,0.0,0.0,0.0,5.532797101412331
listening to obama friggin north korea,0,listening obama friggin north korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
i just realized we three monkeys in the white obama biden pelosi sarah palin,0,realized three monkey white obama biden pelosi sarah palin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
pelosi should stay in china and never come back,0,pelosi stay china never come back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this,0,nancy pelosi gave worst commencement speech ever heard yes still bitter,0.153,0.392,0.153,0.392,0.660377358490566,0.33962264150943394,0.0,0.21599999999999997,0.784,0.0,3.9555389852205325
ugh the amount of times these stupid insects have bitten me grr,0,ugh amount time stupid insect bitten grr,0.0,0.554,0.0,0.554,0.0,0.0,0.0,0.0,0.8919999999999999,0.1080000000000001,1.6842151546569613
prettiest insects ever pink katydids,1,prettiest insect ever pink katydid,0.481,0.0,0.481,0.0,0.0,0.9322974472807992,0.06770255271920082,0.0,0.0,0.0,7.925321760755726
just got barraged by a horde of insects hungry for my kitchen light so scary,0,got barraged horde insect hungry kitchen light scary,0.0,0.314,0.0,0.314,0.0,0.0,0.0,0.372,0.628,0.0,4.028950769129608
just had mcdonalds for dinner d it was goooood big mac meal,1,mcdonalds dinner god big mac meal,0.296,0.0,0.296,0.0,0.3429522752497226,0.6570477247502774,0.0,0.0,0.0,0.0,5.8526821155311675
ahh yes lol ima tell my hubby to go get me sum mcdonalds,1,ahh yes lol ima tell hubby go get sum mcdonalds,0.407,0.0,0.407,0.0,0.09655937846836857,0.9034406215316314,0.0,0.0,0.0,0.0,6.8050321723892155
stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,1,stopped lunch mcdonalds chicken nugget yumy,0.0,0.275,0.0,0.275,0.0,0.0,0.0,0.44999999999999996,0.55,0.0,4.272336052413507
could go for a lot of mcdonalds i mean a lot,1,could go lot mcdonalds mean lot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
my exam went good your prayers worked,1,exam went good prayer worked,0.42,0.0,0.42,0.0,0.06770255271920095,0.9322974472807991,0.0,0.0,0.0,0.0,6.96242186772913
only one exam left and i am so happy for it d,1,one exam left happy,0.552,0.0,0.552,0.0,0.0,0.7746947835738068,0.2253052164261932,0.0,0.0,0.0,8.31700147093082
math review im going to fail the exam,0,math review im going fail exam,0.0,0.412,0.0,0.412,0.0,0.0,0.0,0.17600000000000005,0.824,0.0,3.135977338954205
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,0,colin powell rocked yesterday cbs cheney need shut hell go home powell man honor served country proudly,0.268,0.181,0.268,0.181,0.40510543840177576,0.5948945615982242,0.0,0.638,0.362,0.0,5.327415458524226
obviously not siding with cheney here,0,obviously siding cheney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
absolutely hilarious from,1,absolutely hilarious,0.75,0.0,0.75,0.0,0.0,0.3351831298557159,0.664816870144284,0.0,0.0,0.0,8.055551473326545
i never did thank you for including me in your top twitter authors you rock amp i new wave d,1,never thank including top twitter author rock amp new wave,0.0,0.316,0.0,0.316,0.0,0.0,0.0,0.368,0.632,0.0,4.0151082307136905
rt awesome jquery reference book for coda webdesign,1,rt awesome jquery reference book coda webdesign,0.406,0.0,0.406,0.0,0.09877913429522749,0.9012208657047726,0.0,0.0,0.0,0.0,6.793455563793313
i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,1,sending mail like crazy today contact anyone contact goodby silverstein love speak,0.37,0.133,0.37,0.133,0.1786903440621532,0.8213096559378468,0.0,0.734,0.266,0.0,6.128953089987406
goodby silverstein s new site i enjoy it,1,goodby silverstein new site enjoy,0.444,0.0,0.444,0.0,0.014428412874583808,0.9855715871254161,0.0,0.0,0.0,0.0,7.291187767012516
wow everyone at the google i o conference got free g s with a month of unlimited service,1,wow everyone google conference got free month unlimited service,0.504,0.0,0.504,0.0,0.0,0.8812430632630411,0.11875693673695892,0.0,0.0,0.0,8.333224173113113
dood i got a free google android phone at the i o conference the g,1,dood got free google android phone conference,0.355,0.0,0.355,0.0,0.2119866814650389,0.7880133185349611,0.0,0.0,0.0,0.0,6.286170076814701
the g is amazing btw a huge improvement over the g,1,amazing btw huge improvement,0.901,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.278789012419832
html demos lots of great stuff to come yes i m excited io googleio,1,html demo lot great stuff come yes excited io googleio,0.568,0.0,0.568,0.0,0.0,0.7391786903440623,0.2608213096559377,0.0,0.0,0.0,8.306193807853957
yay happy place place place i love google,1,yay happy place place place love google,0.739,0.0,0.739,0.0,0.0,0.3596004439511654,0.6403995560488346,0.0,0.0,0.0,8.075679361361372
googleio o d bringing d graphics to the browser very nice tbh funfun,1,googleio bringing graphic browser nice tbh funfun,0.318,0.0,0.318,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,5.998878695890802
awesome viral marketing for funny people,1,awesome viral marketing funny people,0.7,0.0,0.7,0.0,0.0,0.4461709211986683,0.5538290788013317,0.0,0.0,0.0,8.142853393870734
saw night at the museum out of sheer desperation who is funding these movies,0,saw night museum sheer desperation funding movie,0.0,0.333,0.0,0.333,0.0,0.0,0.0,0.33399999999999996,0.666,0.0,3.891426006469454
night at the museum pretty furkin good,1,night museum pretty furkin good,0.67,0.0,0.67,0.0,0.0,0.5127635960044394,0.48723640399556056,0.0,0.0,0.0,8.189548625127447
watching night at the museum giggling,1,watching night museum giggling,0.455,0.0,0.455,0.0,0.0,0.9900110987791343,0.009988901220865713,0.0,0.0,0.0,7.461427028331006
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,0,back seeing star trek night museum star trek amazing night museum eh,0.257,0.0,0.257,0.0,0.4295227524972253,0.5704772475027747,0.0,0.0,0.0,0.0,5.630631955964938
just watched night at the museum so stinkin cute,1,watched night museum stinkin cute,0.429,0.0,0.429,0.0,0.04772475027746952,0.9522752497225305,0.0,0.0,0.0,0.0,7.0794661142151645
so night at the museum was awesome much better than part next weekend we ll see up,1,night museum awesome much better part next weekend see,0.5,0.0,0.5,0.0,0.0,0.8901220865704773,0.10987791342952273,0.0,0.0,0.0,8.32749708124948
saw the new night at the museum and i loved it next is to go see up in d,1,saw new night museum loved next go see,0.358,0.0,0.358,0.0,0.20532741398446178,0.7946725860155383,0.0,0.0,0.0,0.0,6.312077506586378
it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,0,shame gm forced make car white house think sell think,0.0,0.433,0.0,0.433,0.0,0.0,0.0,0.134,0.866,0.0,2.8662014563385196
as u may have noticed not too happy about the gm situation nor aig lehman et al,0,may noticed happy gm situation aig lehman et al,0.316,0.0,0.316,0.0,0.2985571587125416,0.7014428412874584,0.0,0.0,0.0,0.0,5.9848917692863095
gm good riddance sad though,0,gm good riddance sad though,0.322,0.344,0.322,0.344,0.28523862375138737,0.7147613762486127,0.0,0.31200000000000006,0.688,0.0,4.93789622770135
i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,0,never buy government motor vehicle recently drove gm car since bought,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
having the old coca cola guy on the gm board is stupid has heck tcot ala,0,old coca cola guy gm board stupid heck tcot ala,0.0,0.274,0.0,0.274,0.0,0.0,0.0,0.45199999999999996,0.548,0.0,4.277962898029228
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,0,rantsandraves worst thing gm concord pleasant hill martinez fucking uaw,0.214,0.266,0.214,0.266,0.5249722530521643,0.4750277469478357,0.0,0.46799999999999997,0.532,0.0,4.800583677612603
give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,0,give man fish feed day teach fish feed life buy gm good,0.209,0.0,0.209,0.0,0.5360710321864596,0.4639289678135405,0.0,0.0,0.0,0.0,5.411936205723728
the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,0,hear gm thing angry get billion wasted bullshit something like employee,0.126,0.52,0.126,0.52,0.7203107658157603,0.27968923418423974,0.0,0.0,0.96,0.040000000000000036,3.54216545656497
i own a gm car and it is junk as far as quality compared to a honda,0,gm car junk far quality compared honda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
sad day bankrupt gm,0,sad day bankrupt gm,0.0,0.77,0.0,0.77,0.0,0.0,0.0,0.0,0.45999999999999996,0.54,1.9082231075212321
is upset about the whole gm thing life as i know it is so screwed up,0,upset whole gm thing life know screwed,0.0,0.537,0.0,0.537,0.0,0.0,0.0,0.0,0.9259999999999999,0.07400000000000007,1.6751678439385498
whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,0,whoever running time warner need repeatedly raped rhino understand consequence putting shitty cable svcs,0.0,0.406,0.0,0.406,0.0,0.0,0.0,0.18799999999999994,0.812,0.0,3.206544436206716
wftb joining a bit late my connection was down boo time warner,0,wftb joining bit late connection boo time warner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
cox or time warner cox is cheaper and gets a b on dslreports tw is more expensive and gets a c,0,cox time warner cox cheaper get dslreports tw expensive get,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
i am furious with time warner and their phone promotions,0,furious time warner phone promotion,0.0,0.481,0.0,0.481,0.0,0.0,0.0,0.038000000000000034,0.962,0.0,2.074678239244289
just got home from chick fil a with the boys damn my internets down stupid time warner,0,got home chick fil boy damn internet stupid time warner,0.0,0.433,0.0,0.433,0.0,0.0,0.0,0.134,0.866,0.0,2.8662014563385196
could time warner cable suck more no,0,could time warner cable suck,0.0,0.42,0.0,0.42,0.0,0.0,0.0,0.16000000000000003,0.84,0.0,3.0375781322709248
pissed at time warner for causin me to have slow internet problems,0,pissed time warner causin slow internet problem,0.0,0.58,0.0,0.58,0.0,0.0,0.0,0.0,0.8400000000000001,0.15999999999999992,1.7034516657957048
ummm having some time warner problems,0,um time warner problem,0.0,0.474,0.0,0.474,0.0,0.0,0.0,0.052000000000000046,0.948,0.0,2.2091380054961327
you guys see this why does time warner have to suck so much ass really wish i could get u verse at my apartment,0,guy see time warner suck much as really wish could get verse apartment,0.177,0.172,0.177,0.172,0.607103218645949,0.39289678135405104,0.0,0.656,0.344,0.0,5.014455213821414
rt the upside to time warner unhelpful phone operators superslow on site service crap that s not an upside,0,rt upside time warner unhelpful phone operator superslow site service crap upside,0.0,0.191,0.0,0.191,0.0,0.0,0.0,0.618,0.382,0.0,4.656585406634259
rt new time warner slogan time warner where we make you long for the days before cable,0,rt new time warner slogan time warner make long day cable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
confirmed it s time warner s fault not facebook s that fb is taking about minutes to load so tempted to switch to verizon,0,confirmed time warner fault facebook fb taking minute load tempted switch verizon,0.0,0.197,0.0,0.197,0.0,0.0,0.0,0.606,0.394,0.0,4.634509680371988
time warner epic fail,0,time warner epic fail,0.0,0.538,0.0,0.538,0.0,0.0,0.0,0.0,0.9239999999999999,0.07600000000000007,1.6756167332935235
i know how sad is that rt st day of hurricane season that s less scarey than govt taking over gm,0,know sad rt st day hurricane season less scarey govt taking gm,0.0,0.355,0.0,0.355,0.0,0.0,0.0,0.29000000000000004,0.71,0.0,3.713829923185343
gm files bankruptcy not a good sign,0,gm file bankruptcy good sign,0.42,0.0,0.42,0.0,0.06770255271920095,0.9322974472807991,0.0,0.0,0.0,0.0,6.96242186772913
yankees won mets lost its a good day,1,yankee mets lost good day,0.354,0.28,0.354,0.28,0.21420643729189795,0.7857935627081021,0.0,0.43999999999999995,0.56,0.0,5.233234704036891
my dentist appt today was actually quite enjoyable,1,dentist appt today actually quite enjoyable,0.39,0.0,0.39,0.0,0.13429522752497225,0.8657047724750278,0.0,0.0,0.0,0.0,6.61761965158554
i hate the effing dentist,0,hate effing dentist,0.0,0.649,0.0,0.649,0.0,0.0,0.0,0.0,0.702,0.29800000000000004,1.7806969145511649
i hate going to the dentist,0,hate going dentist,0.0,0.649,0.0,0.649,0.0,0.0,0.0,0.0,0.702,0.29800000000000004,1.7806969145511649
i hate the dentist who invented them anyways,0,hate dentist invented anyways,0.0,0.552,0.0,0.552,0.0,0.0,0.0,0.0,0.8959999999999999,0.10400000000000009,1.682998529069184
this dentist s office is cold,0,dentist office cold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
just applied at safeway yeeeee,1,applied safeway ye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
safeway place is a nightmare right now bumming,0,safeway place nightmare right bumming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
hate safeway select green tea icecream bought two cartons what a waste of money gt _ lt,0,hate safeway select green tea icecream bought two carton waste money gt lt,0.113,0.349,0.113,0.349,0.7491675915649278,0.25083240843507215,0.0,0.30200000000000005,0.698,0.0,3.9557352372021057
nike rocks i m super grateful for what i ve done with them amp the european division of nike is beyond,1,nike rock super grateful done amp european division nike beyond,0.463,0.0,0.463,0.0,0.0,0.9722530521642619,0.027746947835738094,0.0,0.0,0.0,7.594261906445775
have you tried nike v addictive,1,tried nike addictive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
the nike training club beta iphone app looks very interesting,1,nike training club beta iphone app look interesting,0.278,0.0,0.278,0.0,0.38290788013318533,0.6170921198668147,0.0,0.0,0.0,0.0,5.744716997552238
argghhhh why won t my jquery appear in safari bad safari,0,arggh jquery appear safari bad safari,0.0,0.412,0.0,0.412,0.0,0.0,0.0,0.17600000000000005,0.824,0.0,3.135977338954205
i m ready to drop the pretenses i am forever in love with jquery and i want to marry it sorry ladies this nerd is jquery spokenfor js,1,ready drop pretense forever love jquery want marry sorry lady nerd jquery spokenfor j,0.388,0.272,0.388,0.272,0.13873473917869034,0.8612652608213096,0.0,0.45599999999999996,0.544,0.0,5.35256046799695
super investors a great weekend read here from warren buffet oldie but a goodie,1,super investor great weekend read warren buffet oldie goodie,0.533,0.0,0.533,0.0,0.0,0.8168701442841287,0.1831298557158713,0.0,0.0,0.0,8.326519479001343
reading michael palin book the python years great book i also recommend warren buffet amp nelson mandela s bio,1,reading michael palin book python year great book also recommend warren buffet amp nelson mandela bio,0.32,0.0,0.32,0.0,0.28967813540510545,0.7103218645948945,0.0,0.0,0.0,0.0,6.013011833971025
i mean i m down with notre dame if i have to it s a good school i d be closer to dan i d enjoy it,1,mean notre dame good school closer dan enjoy,0.504,0.0,0.504,0.0,0.0,0.8812430632630411,0.11875693673695892,0.0,0.0,0.0,8.333224173113113
i can t watch tv without a tivo and after all these years the time warner dvr still sucks,0,watch tv without tivo year time warner dvr still suck,0.0,0.244,0.0,0.244,0.0,0.0,0.0,0.512,0.488,0.0,4.434101866306423
i d say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis,1,say sport writer idiot saying roger federer one best ever tennis roger federer best ever tennis,0.34,0.134,0.34,0.134,0.2452830188679245,0.7547169811320755,0.0,0.732,0.268,0.0,5.907720123050127
i still love my kindle but reading the new york times on it does not feel natural i miss the bloomingdale ads,0,still love kindle reading new york time feel natural miss bloomingdale ad,0.387,0.092,0.387,0.092,0.14095449500554938,0.8590455049944506,0.0,0.8160000000000001,0.184,0.0,6.438319690619644
i love my kindle no more stacks of books to trip over on the way to the loo,1,love kindle stack book trip way loo,0.412,0.0,0.412,0.0,0.08546059933407332,0.9145394006659266,0.0,0.0,0.0,0.0,6.864022661045781
although today s keynote rocked for every great announcement at amp t shit on us just a little bit more,0,although today keynote rocked every great announcement amp shit u little bit,0.246,0.216,0.246,0.216,0.45394006659267483,0.5460599334073252,0.0,0.5680000000000001,0.432,0.0,5.109575741983364
its not so much my obsession with cell phones but the iphone i m a slave to at amp t forever because of it,0,much obsession cell phone iphone slave amp forever,0.0,0.255,0.0,0.255,0.0,0.0,0.0,0.49,0.51,0.0,4.379610095781083
fuzzball is more fun than at amp t p,0,fuzzball fun amp,0.623,0.0,0.623,0.0,0.0,0.6170921198668147,0.38290788013318533,0.0,0.0,0.0,8.252382834019507
today is a good day to dislike at amp t vote out of office indeed,0,today good day dislike amp vote office indeed,0.252,0.226,0.252,0.226,0.44062153163152057,0.5593784683684795,0.0,0.548,0.452,0.0,5.0969576722476395
got my wave sandbox invite extra excited too bad i have class now but i ll play with it soon enough io wave,1,got wave sandbox invite extra excited bad class play soon enough io wave,0.339,0.185,0.339,0.185,0.24750277469478354,0.7524972253052165,0.0,0.63,0.37,0.0,5.647403303936944
looks like summize has gone down too many tweets from wwdc perhaps,0,look like summize gone many tweet wwdc perhaps,0.263,0.0,0.263,0.0,0.416204217536071,0.5837957824639289,0.0,0.0,0.0,0.0,5.661993160585684
thanks so much from one of your very happy kindle winners i was so surprised fabulous thank you best kathleen,1,thanks much one happy kindle winner surprised fabulous thank best kathleen,0.848,0.0,0.848,0.0,0.0,0.11764705882352951,0.8823529411764705,0.0,0.0,0.0,8.215211174226043
man i kinda dislike apple right now case in point the iphone gs wish there was a video recorder app please,0,man kinda dislike apple right case point iphone g wish video recorder app please,0.289,0.133,0.289,0.133,0.35849056603773594,0.6415094339622641,0.0,0.734,0.266,0.0,5.590885050181764
i have a kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui a little klunky,1,kindle amp sony pr like physical device feel good font nice pg turn snappy enuf ui little klunky,0.353,0.0,0.353,0.0,0.216426193118757,0.783573806881243,0.0,0.0,0.0,0.0,6.26913482082821
the kindle seems the best ereader but will it work in the uk and where can i get one,1,kindle seems best ereader work uk get one,0.375,0.0,0.375,0.0,0.16759156492785796,0.832408435072142,0.0,0.0,0.0,0.0,6.4673911628321115
i have a google addiction thank you for pointing that out hahaha,1,google addiction thank pointing hahaha,0.67,0.0,0.67,0.0,0.0,0.5127635960044394,0.48723640399556056,0.0,0.0,0.0,8.189548625127447
dearest you rich bastards the visa card you sent me doesn t work why screw a little guy like me,0,dearest rich bastard visa card sent work screw little guy like,0.464,0.241,0.464,0.241,0.0,0.9700332963374029,0.02996670366259714,0.518,0.482,0.0,5.624500344669758
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,1,excited seeing bobby flay guy fieri tomorrow great american food amp music fest,0.371,0.0,0.371,0.0,0.17647058823529416,0.8235294117647058,0.0,0.0,0.0,0.0,6.429491004550582
gonna go see bobby flay moro at shoreline eat and drink gonna be good,1,gon na go see bobby flay moro shoreline eat drink gon na good,0.195,0.0,0.195,0.0,0.5671476137624861,0.4328523862375139,0.0,0.0,0.0,0.0,5.358047889465313
can t wait for the great american food and music festival at shoreline tomorrow mmm katz pastrami and bobby flay yes please,1,wait great american food music festival shoreline tomorrow katz pastrami bobby flay yes please,0.552,0.0,0.552,0.0,0.0,0.7746947835738068,0.2253052164261932,0.0,0.0,0.0,8.31700147093082
my dad was in ny for a day we ate at mesa grill last night and met bobby flay so much fun except i completely lost my voice today,1,dad ny day ate mesa grill last night met bobby flay much fun except completely lost voice today,0.151,0.118,0.151,0.118,0.664816870144284,0.33518312985571586,0.0,0.764,0.236,0.0,5.078158224694735
fighting with latex again,0,fighting latex,0.0,0.714,0.0,0.714,0.0,0.0,0.0,0.0,0.5720000000000001,0.42799999999999994,1.8804706801912354
we love you too and don t want you to die latex the devil,0,love want die latex devil,0.372,0.561,0.372,0.561,0.17425083240843509,0.8257491675915649,0.0,0.0,0.8779999999999999,0.12200000000000011,4.845063247853433
hours hours of inkscape crashing normally solid as a rock hours of latex complaining at the slightest thing i can t take any more,0,hour hour inkscape crashing normally solid rock hour latex complaining slightest thing take,0.111,0.125,0.111,0.125,0.753607103218646,0.24639289678135404,0.0,0.75,0.25,0.0,4.970669436468222
shit s hitting the fan in iran craziness indeed iranelection,0,shit hitting fan iran craziness indeed iranelection,0.184,0.496,0.184,0.496,0.5915649278579357,0.40843507214206437,0.0,0.008000000000000007,0.992,0.0,4.015347056751777
monday already iran may implode kitchen is a disaster seems happy had a nice weekend and is great whoop,0,monday already iran may implode kitchen disaster seems happy nice weekend great whoop,0.447,0.173,0.447,0.173,0.007769145394006666,0.9922308546059934,0.0,0.654,0.346,0.0,6.02188422432015
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,1,getting ready test burger receipes weekend bobby flay great receipes try thanks bobby,0.487,0.0,0.487,0.0,0.0,0.9189789123196449,0.08102108768035511,0.0,0.0,0.0,8.046976675040215
i lam so in love with bobby flay he is my favorite rt you need a place in phoenix we have great peppers here,1,lam love bobby flay favorite rt need place phoenix great pepper,0.585,0.0,0.585,0.0,0.0,0.7014428412874585,0.2985571587125415,0.0,0.0,0.0,8.292161845238013
i just created my first latex file from scratch that didn t work out very well see it s a great time waster,0,created first latex file scratch work well see great time waster,0.506,0.0,0.506,0.0,0.0,0.876803551609323,0.123196448390677,0.0,0.0,0.0,8.333092838933103
using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor,1,using linux loving much nicer window looking forward using wysiwyg latex editor,0.405,0.0,0.405,0.0,0.10099889012208653,0.8990011098779135,0.0,0.0,0.0,0.0,6.781951184677645
after using latex a lot any other typeset mathematics just looks hideous,1,using latex lot typeset mathematics look hideous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
on that note i hate word i hate pages i hate latex there i said it i hate latex all you texn rds can come kill me now,0,note hate word hate page hate latex said hate latex texn rds come kill,0.0,0.684,0.0,0.684,0.0,0.0,0.0,0.0,0.6319999999999999,0.3680000000000001,1.8316605920346363
ahhh back in a real text editing environment i lt latex,1,ah back real text editing environment lt latex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996
trouble in iran i see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect,0,trouble iran see hmm iran iran far away flockofseagullsweregeopoliticallycorrect,0.0,0.252,0.0,0.252,0.0,0.0,0.0,0.496,0.504,0.0,4.394777971828882
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,0,reading tweet coming iran whole thing terrifying incredibly sad,0.0,0.503,0.0,0.503,0.0,0.0,0.0,0.0,0.994,0.006000000000000005,1.6667296488809318
